Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly)
 01/24  10:00:00,35.12022307,4.804718302,0,0,9.179850659,19.4245,128.8809042,88.7365666,25.0491,15.09523756
 01/24  11:00:00,42.61461224,4.804718302,0.001965406,0,9.179850659,26.9147,134.8013108,80.29547388,41.7485,12.75733694
 01/24  12:00:00,43.39132698,4.804718302,0,0,9.179850659,26.9147,117.9248613,61.07982605,41.7485,15.09653524
 01/24  13:00:00,42.67933133,4.804718302,0,0,9.179850659,26.9147,98.92506135,44.41998909,41.7485,12.75657226
 01/24  14:00:00,35.15065535,4.804718302,0,0,9.179850659,19.4245,87.45393405,42.47330127,33.3988,11.58183277
 01/24  15:00:00,35.14719615,4.804718302,0,0,9.179850659,19.4245,80.50380034,45.62260222,25.0491,9.832098126
 01/24  16:00:00,35.13615178,4.804718302,0,0,9.179850659,19.4245,92.89613931,49.08876598,33.3988,10.40857333
 01/24  17:00:00,42.5675503,4.804718302,0.002886101,0,9.179850659,26.9147,115.8988695,55.96801856,50.0982,9.832650893
 01/24  18:00:00,46.80969913,4.804718302,0,0,9.179850659,26.9147,129.3926287,66.53761844,50.0982,12.75681027
 01/24  19:00:00,46.81551562,4.804718302,0,0,9.179850659,26.9147,137.8227463,69.67458813,50.0982,18.04995821
 01/24  20:00:00,39.3110248,4.804718302,0,0,9.179850659,19.4245,130.0849433,76.85894416,33.3988,19.8271991
 01/24  21:00:00,39.29764248,4.804718302,0,0,9.179850659,19.4245,131.1389436,81.45879851,33.3988,16.2813451
 01/24  22:00:00,39.25437345,4.804718302,0,0,9.179850659,19.4245,137.2141755,94.11554233,25.0491,18.04953318
 01/24  23:00:00,39.24574718,4.804718302,0,0,9.179850659,19.4245,135.0288427,103.8146439,16.6994,14.51479872
 01/24  24:00:00,40.0527929,4.804718302,0,0,9.179850659,19.4245,126.3994212,109.385278,8.3497,8.664443217
 01/25  01:00:00,23.28794663,4.804718302,0,0,4.58992533,8.1892,128.6007506,118.9109193,3.33988,6.349951294
 01/25  02:00:00,14.6286805,0,0,0,1.52997511,7.4902,3.931963744,0,3.33988,0.592083744
 01/25  03:00:00,14.64363953,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/25  04:00:00,14.6545934,0,0,0,1.52997511,7.4902,3.931930853,0,3.33988,0.592050853
 01/25  05:00:00,14.8035782,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/25  06:00:00,23.3901405,4.804718302,0.007341796,0,4.58992533,8.1892,134.5352204,125.5934636,8.3497,0.592056788
 01/25  07:00:00,39.3594414,4.804718302,0.014288083,0,9.179850659,19.4245,137.2920134,115.9767004,16.6994,4.615913043
 01/25  08:00:00,43.65193212,4.804718302,0.011033881,0,9.179850659,26.9147,150.4684614,105.5934689,25.0491,19.8258925
 01/25  09:00:00,42.60642557,4.804718302,0.000402054,0,9.179850659,26.9147,146.7192048,95.26966252,33.3988,18.05074232
 01/25  10:00:00,35.12501644,4.804718302,0,0,9.179850659,19.4245,121.5726248,82.00783851,25.0491,14.51568633
 01/25  11:00:00,42.62039679,4.804718302,0.002135605,0,9.179850659,26.9147,124.3634293,69.27868237,41.7485,13.33624689
 01/25  12:00:00,43.39669652,4.804718302,0,0,9.179850659,26.9147,106.3848506,50.11989217,41.7485,14.51645839
 01/25  13:00:00,42.68666725,4.804718302,0,0,9.179850659,26.9147,90.86538061,35.78112048,41.7485,13.33576013
 01/25  14:00:00,35.16825945,4.804718302,0,0,9.179850659,19.4245,79.49361164,34.51365878,33.3988,11.58115286
 01/25  15:00:00,35.16639841,4.804718302,0,0,9.179850659,19.4245,75.15845606,40.27800229,25.0491,9.831353773
 01/25  16:00:00,35.15088886,4.804718302,0,0,9.179850659,19.4245,89.66446489,46.43471308,33.3988,9.830951811
 01/25  17:00:00,42.57673544,4.804718302,0.003994013,0,9.179850659,26.9147,109.4062406,48.89862977,50.0982,10.40941086
 01/25  18:00:00,46.81926873,4.804718302,0,0,9.179850659,26.9147,116.3353319,53.48086604,50.0982,12.75626585
 01/25  19:00:00,46.82484486,4.804718302,0.00075212,0,9.179850659,26.9147,123.1362553,54.98781812,50.0982,18.05023718
 01/25  20:00:00,39.46284063,4.804718302,0,0,9.179850659,19.4245,116.5131628,63.2878456,33.3988,19.82651716
 01/25  21:00:00,39.44015125,4.804718302,0,0,9.179850659,19.4245,119.417383,69.73767582,33.3988,16.28090716
 01/25  22:00:00,39.36266699,4.804718302,0,0,9.179850659,19.4245,122.7609113,79.66156805,25.0491,18.05024324
 01/25  23:00:00,39.25085972,4.804718302,0,0,9.179850659,19.4245,116.2872238,85.07272388,16.6994,14.51509987
 01/25  24:00:00,40.05843426,4.804718302,0,0,9.179850659,19.4245,106.3344252,89.32095754,8.3497,8.663767673
 01/26  01:00:00,23.29433011,4.804718302,0,0,4.58992533,8.1892,107.0799963,97.39107205,3.33988,6.349044219
 01/26  02:00:00,14.64197579,0,0,0,1.52997511,7.4902,3.931968237,0,3.33988,0.592088237
 01/26  03:00:00,14.65992978,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/26  04:00:00,14.67119865,0,0,0,1.52997511,7.4902,3.931974144,0,3.33988,0.592094144
 01/26  05:00:00,14.82105612,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/26  06:00:00,23.39974965,4.804718302,0.00540791,0,4.58992533,8.1892,108.3329466,99.39119834,8.3497,0.592048294
 01/26  07:00:00,39.36067144,4.804718302,0.007952294,0,9.179850659,19.4245,124.926884,103.6110247,16.6994,4.616459284
 01/26  08:00:00,43.65835688,4.804718302,0.012652369,0,9.179850659,26.9147,142.8146059,97.93852465,25.0491,19.82698121
 01/26  09:00:00,42.61023148,4.804718302,0.000744084,0,9.179850659,26.9147,135.9126566,84.46321185,33.3988,18.05064479
 01/26  10:00:00,35.13150939,4.804718302,0,0,9.179850659,19.4245,110.6153436,71.05024396,25.0491,14.51599967
 01/26  11:00:00,42.62870768,4.804718302,0.002311983,0,9.179850659,26.9147,112.1407811,57.05577498,41.7485,13.33650608
 01/26  12:00:00,43.41454075,4.804718302,0,0,9.179850659,26.9147,95.22305746,38.37801066,41.7485,15.0965468
 01/26  13:00:00,42.7268387,4.804718302,0,0,9.179850659,26.9147,78.3167895,23.81171521,41.7485,12.75657428
 01/26  14:00:00,35.21297415,4.804718302,0,0,9.179850659,19.4245,66.55619416,21.57492271,33.3988,11.58247146
 01/26  15:00:00,35.21483848,4.804718302,0,0,9.179850659,19.4245,61.3267294,25.86897033,25.0491,10.40865907
 01/26  16:00:00,35.19577293,4.804718302,0,0,9.179850659,19.4245,75.77851802,32.54807653,33.3988,9.83164149
 01/26  17:00:00,42.61859377,4.804718302,0.004421706,0,9.179850659,26.9147,94.08371923,34.15308645,50.0982,9.832432778
 01/26  18:00:00,45.77294118,4.804718302,0,0,9.179850659,26.9147,108.4642933,45.03002509,50.0982,13.3360682
 01/26  19:00:00,46.83046002,4.804718302,0,0,9.179850659,26.9147,121.0539141,52.90383806,50.0982,18.051876
 01/26  20:00:00,39.46481866,4.804718302,0,0,9.179850659,19.4245,117.4470936,64.80548565,33.3988,19.242808
 01/26  21:00:00,39.44027422,4.804718302,0,0,9.179850659,19.4245,122.4016532,72.7220116,33.3988,16.28084165
 01/26  22:00:00,39.36296659,4.804718302,0,0,9.179850659,19.4245,128.0895227,84.98982094,25.0491,18.05060173
 01/26  23:00:00,39.25013104,4.804718302,0,0,9.179850659,19.4245,125.8081315,94.01305489,16.6994,15.0956766
 01/26  24:00:00,40.05661727,4.804718302,0,0,9.179850659,19.4245,118.508981,102.0716946,8.3497,8.087586393
 01/27  01:00:00,23.29186813,4.804718302,0.001447375,0,4.58992533,8.1892,125.4616063,115.1963508,3.33988,6.925375507
 01/27  02:00:00,14.63856403,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/27  03:00:00,14.65403838,0,0,0,1.52997511,7.4902,3.931928059,0,3.33988,0.592048059
 01/27  04:00:00,14.66230204,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/27  05:00:00,15.32480506,0,0,0,1.52997511,7.4902,3.931934001,0,3.33988,0.592054001
 01/27  06:00:00,23.90414098,4.804718302,0.006958192,0,4.58992533,8.1892,141.7236056,133.3539056,8.3497,0.02
 01/27  07:00:00,39.58451433,4.804718302,0.011867056,0,9.179850659,19.4245,151.7336144,129.8440884,16.6994,5.190126015
 01/27  08:00:00,43.65163512,4.804718302,0.01214811,0,9.179850659,26.9147,160.4265204,115.5501959,25.0491,19.82722443
 01/27  09:00:00,42.60445991,4.804718302,0.00054764,0,9.179850659,26.9147,154.5948854,103.1445903,33.3988,18.05149505
 01/27  10:00:00,35.12294533,4.804718302,0,0,9.179850659,19.4245,130.3785638,90.81225873,25.0491,14.51720505
 01/27  11:00:00,42.61896154,4.804718302,0.002050853,0,9.179850659,26.9147,135.599342,80.51440019,41.7485,13.33644177
 01/27  12:00:00,43.39475458,4.804718302,0,0,9.179850659,26.9147,117.8589559,61.59566521,41.7485,14.51479069
 01/27  13:00:00,42.68279002,4.804718302,0,0,9.179850659,26.9147,96.19539097,41.11055136,41.7485,13.33633961
 01/27  14:00:00,35.16177026,4.804718302,0,0,9.179850659,19.4245,81.52358002,36.54323562,33.3988,11.5815444
 01/27  15:00:00,35.15952005,4.804718302,0,0,9.179850659,19.4245,76.96033594,42.0796969,25.0491,9.831539039
 01/27  16:00:00,35.14061471,4.804718302,0,0,9.179850659,19.4245,92.65413226,49.42321345,33.3988,9.832118809
 01/27  17:00:00,42.5704352,4.804718302,0.00289548,0,9.179850659,26.9147,115.3479014,54.84047346,50.0982,10.40922792
 01/27  18:00:00,45.75657442,4.804718302,0,0,9.179850659,26.9147,126.9093714,64.05329452,50.0982,12.75787689
 01/27  19:00:00,46.82040005,4.804718302,0,0,9.179850659,26.9147,134.5392687,66.39015726,50.0982,18.05091141
 01/27  20:00:00,39.31437839,4.804718302,0,0,9.179850659,19.4245,128.3642941,75.13922433,33.3988,19.82626973
 01/27  21:00:00,39.29996961,4.804718302,0,0,9.179850659,19.4245,128.5989474,78.92049704,33.3988,16.27965034
 01/27  22:00:00,39.25675753,4.804718302,0,0,9.179850659,19.4245,127.6687689,84.56938286,25.0491,18.05028603
 01/27  23:00:00,39.24976649,4.804718302,0,0,9.179850659,19.4245,120.4624005,88.66541522,16.6994,15.09758529
 01/27  24:00:00,40.05723944,4.804718302,0,0,9.179850659,19.4245,111.5685066,95.13101543,8.3497,8.087791133
 01/28  01:00:00,23.29227343,4.804718302,0,0,4.58992533,8.1892,116.0934822,105.8294863,3.33988,6.924115854
 01/28  02:00:00,14.63706943,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/28  03:00:00,14.65464373,0,0,0,1.52997511,7.4902,3.931951892,0,3.33988,0.592071892
 01/28  04:00:00,14.66663138,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/28  05:00:00,14.81662273,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/28  06:00:00,23.39755314,4.804718302,0.006333993,0,4.58992533,8.1892,116.7885894,107.8467987,8.3497,0.592090707
 01/28  07:00:00,39.36620982,4.804718302,0.014803757,0,9.179850659,19.4245,120.311944,98.4217159,16.6994,5.190828105
 01/28  08:00:00,43.65158967,4.804718302,0.00694299,0,9.179850659,26.9147,113.2835505,83.04353362,25.0491,5.190916842
 01/28  09:00:00,42.60512811,4.804718302,0,0,9.179850659,26.9147,113.5827325,74.99213979,33.3988,5.191792728
 01/28  10:00:00,35.12962201,4.804718302,0.000580543,0,9.179850659,19.4245,107.3703852,66.04511285,25.0491,16.27617239
 01/28  11:00:00,42.63277243,4.804718302,0.002408522,0,9.179850659,26.9147,111.7378762,55.47300629,41.7485,14.51636988
 01/28  12:00:00,43.42601864,4.804718302,0,0,9.179850659,26.9147,94.22198768,35.60983807,41.7485,16.86364961
 01/28  13:00:00,42.7378965,4.804718302,0,0,9.179850659,26.9147,85.35529539,27.33130338,41.7485,16.27549201
 01/28  14:00:00,35.22006807,4.804718302,0,0,9.179850659,19.4245,73.24471963,25.33089597,33.3988,14.51502367
 01/28  15:00:00,35.22302509,4.804718302,0,0,9.179850659,19.4245,65.99733344,27.61226457,25.0491,13.33596887
 01/28  16:00:00,35.19854226,4.804718302,0,0,9.179850659,19.4245,79.40244249,32.66756511,33.3988,13.33607738
 01/28  17:00:00,42.62055903,4.804718302,0.006916131,0,9.179850659,26.9147,97.53108934,35.85087297,50.0982,11.58201637
 01/28  18:00:00,45.79169462,4.804718302,0,0,9.179850659,26.9147,104.0235396,40.58984171,50.0982,13.33549788
 01/28  19:00:00,46.86165639,4.804718302,0.002225122,0,9.179850659,26.9147,99.24923008,31.68285944,50.0982,17.46817064
 01/28  20:00:00,39.50868376,4.804718302,0,0,9.179850659,19.4245,78.12760069,26.67659288,33.3988,18.0522078
 01/28  21:00:00,39.45979462,4.804718302,0,0,9.179850659,19.4245,94.16874052,43.90765747,33.3988,16.86228305
 01/28  22:00:00,39.38062197,4.804718302,0,0,9.179850659,19.4245,101.1303753,58.02900349,25.0491,18.05227185
 01/28  23:00:00,39.26459337,4.804718302,0,0,9.179850659,19.4245,92.68261178,63.2262484,16.6994,12.75696338
 01/28  24:00:00,40.06788033,4.804718302,0,0,9.179850659,19.4245,86.6041077,67.84444764,8.3497,10.40996006
 01/29  01:00:00,23.30349403,4.804718302,0,0,4.58992533,8.1892,90.37350488,78.94457074,3.33988,8.089054141
 01/29  02:00:00,14.65941499,0,0,0,1.52997511,7.4902,3.931935919,0,3.33988,0.592055919
 01/29  03:00:00,14.68028451,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/29  04:00:00,14.68938931,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/29  05:00:00,14.83506319,0,0,0,1.52997511,7.4902,3.931967697,0,3.33988,0.592087697
 01/29  06:00:00,23.40299284,4.804718302,0.004878953,0,4.58992533,8.1892,115.3948178,107.0251178,8.3497,0.02
 01/29  07:00:00,39.36375463,4.804718302,0.009478776,0,9.179850659,19.4245,124.7171573,102.8276932,16.6994,5.190064083
 01/29  08:00:00,42.59511989,4.804718302,0.009755723,0,9.179850659,26.9147,116.4464331,86.20676834,25.0491,5.190564731
 01/29  09:00:00,42.60372588,4.804718302,0.000652902,0,9.179850659,26.9147,111.6327063,73.04234072,33.3988,5.191565535
 01/29  10:00:00,35.11855607,4.804718302,0,0,9.179850659,19.4245,98.44689227,68.20598249,25.0491,5.191809777
 01/29  11:00:00,42.62193864,4.804718302,0.003444868,0,9.179850659,26.9147,115.1470198,57.11784965,41.7485,16.28067019
 01/29  12:00:00,43.39820836,4.804718302,0,0,9.179850659,26.9147,107.7178999,49.68760316,41.7485,16.28179674
 01/29  13:00:00,42.67483006,4.804718302,0,0,9.179850659,26.9147,98.21791725,43.13164612,41.7485,13.33777112
 01/29  14:00:00,35.14848084,4.804718302,0,0,9.179850659,19.4245,91.7310721,44.99641505,33.3988,13.33585705
 01/29  15:00:00,35.14913427,4.804718302,0,0,9.179850659,19.4245,85.27008669,50.38881569,25.0491,9.832171
 01/29  16:00:00,35.13686033,4.804718302,0,0,9.179850659,19.4245,95.22560956,51.99475699,33.3988,9.832052573
 01/29  17:00:00,42.57056982,4.804718302,0.004783103,0,9.179850659,26.9147,113.2756617,52.76795758,50.0982,10.40950411
 01/29  18:00:00,45.75502363,4.804718302,0,0,9.179850659,26.9147,119.0385531,56.18345353,50.0982,12.75689956
 01/29  19:00:00,46.81863276,4.804718302,0,0,9.179850659,26.9147,123.1678033,56.20786325,50.0982,16.86174006
 01/29  20:00:00,39.45887098,4.804718302,0,0,9.179850659,19.4245,107.8955051,58.2151648,33.3988,16.28154032
 01/29  21:00:00,39.43827091,4.804718302,0,0,9.179850659,19.4245,112.6303976,65.89589377,33.3988,13.33570387
 01/29  22:00:00,39.36302741,4.804718302,0,0,9.179850659,19.4245,122.9652513,81.63394274,25.0491,16.28220858
 01/29  23:00:00,39.25006353,4.804718302,0,0,9.179850659,19.4245,120.5819811,90.54647274,16.6994,13.33610838
 01/29  24:00:00,40.05677311,4.804718302,0,0,9.179850659,19.4245,109.8208627,95.1219235,8.3497,6.349239239
 01/30  01:00:00,23.29506052,4.804718302,0.001433403,0,4.58992533,8.1892,117.062658,106.79791,3.33988,6.924868026
 01/30  02:00:00,14.64373533,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/30  03:00:00,14.66114042,0,0,0,1.52997511,7.4902,3.931974936,0,3.33988,0.592094936
 01/30  04:00:00,14.66960474,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/30  05:00:00,14.8172511,0,0,0,1.52997511,7.4902,3.931929089,0,3.33988,0.592049089
 01/30  06:00:00,23.39636825,4.804718302,0.006133952,0,4.58992533,8.1892,124.2663805,115.8966805,8.3497,0.02
 01/30  07:00:00,39.36100571,4.804718302,0.011638725,0,9.179850659,19.4245,133.9575352,112.0683185,16.6994,5.18981668
 01/30  08:00:00,42.59799292,4.804718302,0.012000293,0,9.179850659,26.9147,143.3313757,98.45229963,25.0491,19.82997607
 01/30  09:00:00,42.61054651,4.804718302,0.000518796,0,9.179850659,26.9147,138.6292876,87.17852132,33.3988,18.05196632
 01/30  10:00:00,35.13001644,4.804718302,0,0,9.179850659,19.4245,111.5438001,71.97834467,25.0491,14.51635545
 01/30  11:00:00,42.62493026,4.804718302,0.002120258,0,9.179850659,26.9147,121.2153251,66.1300778,41.7485,13.3367473
 01/30  12:00:00,43.39677299,4.804718302,0,0,9.179850659,26.9147,112.7080776,55.86371089,41.7485,15.09586673
 01/30  13:00:00,42.67768614,4.804718302,0,0,9.179850659,26.9147,96.14382398,41.0584073,41.7485,13.33691668
 01/30  14:00:00,35.15224626,4.804718302,0,0,9.179850659,19.4245,85.32479976,40.34823248,33.3988,11.57776728
 01/30  15:00:00,35.15114862,4.804718302,0,0,9.179850659,19.4245,83.56811397,48.68841711,25.0491,9.830596858
 01/30  16:00:00,35.13606542,4.804718302,0,0,9.179850659,19.4245,96.89937491,53.66822239,33.3988,9.832352519
 01/30  17:00:00,42.56969208,4.804718302,0.005589655,0,9.179850659,26.9147,111.1843845,51.25427614,50.0982,9.83190838
 01/30  18:00:00,45.75577405,4.804718302,0,0,9.179850659,26.9147,118.5821772,55.14729361,50.0982,13.33668359
 01/30  19:00:00,46.82180433,4.804718302,0.000734183,0,9.179850659,26.9147,125.7682314,57.61944975,50.0982,18.0505817
 01/30  20:00:00,39.45954313,4.804718302,0,0,9.179850659,19.4245,118.8489919,65.62217527,33.3988,19.82801661
 01/30  21:00:00,39.43766204,4.804718302,0,0,9.179850659,19.4245,124.8716811,75.19100219,33.3988,16.28187895
 01/30  22:00:00,39.36061076,4.804718302,0,0,9.179850659,19.4245,133.3290701,90.22859673,25.0491,18.05137336
 01/30  23:00:00,39.24861497,4.804718302,0,0,9.179850659,19.4245,129.5892108,97.79366369,16.6994,15.09614712
 01/30  24:00:00,40.05641999,4.804718302,0,0,9.179850659,19.4245,117.4134623,100.9764611,8.3497,8.087301238
 01/31  01:00:00,23.29215612,4.804718302,0,0,4.58992533,8.1892,118.6727142,108.4078501,3.33988,6.924984067
 01/31  02:00:00,14.63630664,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/31  03:00:00,14.65325764,0,0,0,1.52997511,7.4902,3.93194455,0,3.33988,0.59206455
 01/31  04:00:00,14.66477241,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 01/31  05:00:00,15.33147771,0,0,0,1.52997511,7.4902,3.931950466,0,3.33988,0.592070466
 01/31  06:00:00,23.91122893,4.804718302,0.006064648,0,4.58992533,8.1892,111.8072495,103.4375495,8.3497,0.02
 01/31  07:00:00,39.59594747,4.804718302,0.014945011,0,9.179850659,19.4245,117.0053209,95.11552785,16.6994,5.190393076
 01/31  08:00:00,42.60276365,4.804718302,0.012278601,0,9.179850659,26.9147,127.9636179,83.08515353,25.0491,19.82936441
 01/31  09:00:00,42.61629273,4.804718302,0.000500373,0,9.179850659,26.9147,126.455574,75.00416475,33.3988,18.0526092
 01/31  10:00:00,35.13467519,4.804718302,0,0,9.179850659,19.4245,103.3096138,63.74393067,25.0491,14.51658314
 01/31  11:00:00,42.63070514,4.804718302,0.002362949,0,9.179850659,26.9147,111.743694,56.65958604,41.7485,13.33560794
 01/31  12:00:00,43.41002527,4.804718302,0,0,9.179850659,26.9147,98.13762357,41.29177986,41.7485,15.09734371
 01/31  13:00:00,42.71309953,4.804718302,0,0,9.179850659,26.9147,83.50702086,28.42303631,41.7485,13.33548454
 01/31  14:00:00,35.18928151,4.804718302,0,0,9.179850659,19.4245,74.90843544,29.92931811,33.3988,11.58031732
 01/31  15:00:00,35.18379331,4.804718302,0,0,9.179850659,19.4245,72.34558264,37.46595945,25.0491,9.830523189
 01/31  16:00:00,35.15576449,4.804718302,0,0,9.179850659,19.4245,90.72693389,47.49513227,33.3988,9.833001624
 01/31  17:00:00,42.57713536,4.804718302,0.003923208,0,9.179850659,26.9147,110.5675335,50.6375064,50.0982,9.831827073
 01/31  18:00:00,45.76115629,4.804718302,0,0,9.179850659,26.9147,112.8595376,49.42406446,50.0982,13.33727312
 01/31  19:00:00,46.82841307,4.804718302,0.001142511,0,9.179850659,26.9147,114.9812784,46.83059764,50.0982,18.0524808
 01/31  20:00:00,39.32483133,4.804718302,0,0,9.179850659,19.4245,105.2227191,51.99503223,33.3988,19.82888682
 01/31  21:00:00,39.31214011,4.804718302,0,0,9.179850659,19.4245,107.8993042,58.21965876,33.3988,16.28084548
 01/31  22:00:00,39.26769277,4.804718302,0,0,9.179850659,19.4245,112.1307626,69.03071131,25.0491,18.05095126
 01/31  23:00:00,39.25703657,4.804718302,0,0,9.179850659,19.4245,106.9000995,75.1031851,16.6994,15.09751437
 01/31  24:00:00,40.06218682,4.804718302,0,0,9.179850659,19.4245,97.72205762,81.2843692,8.3497,8.087988417
 02/01  01:00:00,23.29792178,4.804718302,0,0,4.58992533,8.1892,101.8788996,91.61333545,3.33988,6.925684149
 02/01  02:00:00,14.6458714,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 02/01  03:00:00,14.66363361,0,0,0,1.52997511,7.4902,3.931948857,0,3.33988,0.592068857
 02/01  04:00:00,14.67394846,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 02/01  05:00:00,14.8226908,0,0,0,1.52997511,7.4902,3.931954765,0,3.33988,0.592074765
 02/01  06:00:00,23.39986905,4.804718302,0.004589308,0,4.58992533,8.1892,111.1352027,102.7655027,8.3497,0.02
 02/01  07:00:00,39.36598649,4.804718302,0.01207739,0,9.179850659,19.4245,119.3555724,97.46524233,16.6994,5.190930055
 02/01  08:00:00,42.60368007,4.804718302,0.014197968,0,9.179850659,26.9147,133.8197858,88.94188582,25.0491,19.82879997
 02/01  09:00:00,42.61352389,4.804718302,0.000510744,0,9.179850659,26.9147,130.8401802,79.38918851,33.3988,18.0521917
 02/01  10:00:00,35.13172118,4.804718302,0,0,9.179850659,19.4245,107.5802291,67.43462228,25.0491,15.09650686
 02/01  11:00:00,42.6278814,4.804718302,0.002224882,0,9.179850659,26.9147,111.3211636,56.81460794,41.7485,12.75805563
 02/01  12:00:00,43.4082029,4.804718302,0,0,9.179850659,26.9147,96.96044816,40.11374787,41.7485,15.09820029
 02/01  13:00:00,42.71497849,4.804718302,0,0,9.179850659,26.9147,80.43726654,25.35177762,41.7485,13.33698891
 02/01  14:00:00,35.20597969,4.804718302,0,0,9.179850659,19.4245,66.08131275,21.10210311,33.3988,11.58040964
 02/01  15:00:00,35.20597085,4.804718302,0,0,9.179850659,19.4245,60.98718828,26.10574139,25.0491,9.832346894
 02/01  16:00:00,35.18482515,4.804718302,0,0,9.179850659,19.4245,76.90507049,33.67345202,33.3988,9.832818477
 02/01  17:00:00,42.60766603,4.804718302,0.004063099,0,9.179850659,26.9147,95.36879665,34.86119126,50.0982,10.40940539
 02/01  18:00:00,45.78149639,4.804718302,0,0,9.179850659,26.9147,97.94571627,35.09016498,50.0982,12.7573513
 02/01  19:00:00,46.83355728,4.804718302,0.001100604,0,9.179850659,26.9147,102.5925915,34.44106317,50.0982,18.05332833
 02/01  20:00:00,39.46682052,4.804718302,0,0,9.179850659,19.4245,94.7534019,41.52577291,33.3988,19.82882898
 02/01  21:00:00,39.44561979,4.804718302,0,0,9.179850659,19.4245,94.94667838,44.68170501,33.3988,16.86617338
 02/01  22:00:00,39.37139397,4.804718302,0,0,9.179850659,19.4245,95.52165741,52.42113246,25.0491,18.05142495
 02/01  23:00:00,39.26014538,4.804718302,0,0,9.179850659,19.4245,88.53212849,57.31643244,16.6994,14.51629605
 02/01  24:00:00,40.06735905,4.804718302,0,0,9.179850659,19.4245,79.85687905,62.84194213,8.3497,8.66523692
 02/02  01:00:00,23.30526678,4.804718302,0,0,4.58992533,8.1892,82.84851126,73.15947217,3.33988,6.349159082
 02/02  02:00:00,14.65635104,0,0,0,1.52997511,7.4902,3.931966374,0,3.33988,0.592086374
 02/02  03:00:00,14.67598826,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 02/02  04:00:00,14.68577405,0,0,0,1.52997511,7.4902,3.931956786,0,3.33988,0.592076786
 02/02  05:00:00,14.83294928,0,0,0,1.52997511,7.4902,3.35988,0,3.33988,0.02
 02/02  06:00:00,23.40283947,4.804718302,0.00344599,0,4.58992533,8.1892,111.2206326,102.27885,8.3497,0.592082692
 02/02  07:00:00,39.36793831,4.804718302,0.011912776,0,9.179850659,19.4245,119.9161794,98.02556391,16.6994,5.191215505
 02/02  08:00:00,42.60519219,4.804718302,0.014067434,0,9.179850659,26.9147,134.385518,90.09133772,25.0491,19.24508025
 02/02  09:00:00,42.61396858,4.804718302,0.000665176,0,9.179850659,26.9147,131.9254069,80.4723591,33.3988,18.05424777
 02/02  10:00:00,35.13363773,4.804718302,0,0,9.179850659,19.4245,107.7608085,67.61401086,25.0491,15.09769761
 02/02  11:00:00,42.62937594,4.804718302,0.002226444,0,9.179850659,26.9147,111.7002436,56.61487934,41.7485,13.33686423
 02/02  12:00:00,43.40148544,4.804718302,0,0,9.179850659,26.9147,99.31001842,43.0441582,41.7485,14.51736022
 02/02  13:00:00,42.69194484,4.804718302,0,0,9.179850659,26.9147,88.55414893,33.47014517,41.7485,13.33550376
 02/02  14:00:00,35.17158478,4.804718302,0,0,9.179850659,19.4245,79.49169584,34.50932607,33.3988,11.58356977
 02/02  15:00:00,35.16242459,4.804718302,0,0,9.179850659,19.4245,78.85321616,43.39399091,25.0491,10.41012525
 02/02  16:00:00,35.14130479,4.804718302,0,0,9.179850659,19.4245,96.45684833,53.22531846,33.3988,9.832729873
 02/02  17:00:00,42.57190681,4.804718302,0.004729624,0,9.179850659,26.9147,116.6604119,56.73019224,50.0982,9.832019682
 02/02  18:00:00,45.75621606,4.804718302,0,0,9.179850659,26.9147,120.5637441,57.12862329,50.0982,13.33692085
 02/02  19:00:00,46.82247964,4.804718302,0.001010397,0,9.179850659,26.9147,123.9822931,55.83184573,50.0982,18.05224733
 02/02  20:00:00,39.45986273,4.804718302,0,0,9.179850659,19.4245,115.5122577,62.28550621,33.3988,19.82795149
 02/02  21:00:00,39.43806436,4.804718302,0,0,9.179850659,19.4245,117.4757133,67.79589287,33.3988,16.28102046
